,Unnamed: 0,fact,context,annotators,response,model,Understandable,Natural,MaintainsContext,Engaging,UsesKnowledge,Overall,understandability_cat,natural_cat,engage_cat,coherence_cat,groundedness_cat,overall_cat,understandability_unieval,naturalness_unieval,coherence_unieval,engagingness_unieval,groundedness_unieval,overall_unieval,perplexity,bleu,bleurt_notune_src,bleurt_notune_ttl,meteor_1,meteor_n,bert_f1_src,bert_precision_src,bert_recall_src,bert_f1_ttl,bert_precision_ttl,bert_recall_ttl,rouge1,rouge2,rougeL,ctc_e_engage,ctc_e_ground,ctc_d_engage,ctc_d_ground,ctc_r_engage,ctc_r_ground,cohere_met,consist_met,relev_met
1050,1050,"amazon ceo jeff bezos built a clock into a mountain that should run for 10,000 years .
","hey are you aware of banned books week ? 
 i did n't know it was a thing because i did n't realize that there are any books that are banned . what do you know about it ? 
 i think that it is a reminder of books that have been banned in the past for their controversial content , i remember it during my childhood 
 are n't most of those books now bestsellers ? i see the point of the event , but maybe it should be renamed to better reflect their current status 
 yes i think you 're right , how often do you go to the library btw ? 
 not very often since most of what i borrow through my library are ebooks and audiobooks . i love that i can access things right on my phone , though i do miss the feel of paper books 
 well i do wish that my library were more like the sacramento public library , you can read things like sewing machines from there which seems very useful to me 
 true ! it would be nice just to be able to borrow something like that that i would n't need to own . hopefully that idea becomes more popular in the coming years 
 i hope so . what do you think about william gladstone ? he took a wheelbarrow full of books at the age of 85 and random all the way to donate to his local library lol 
 considering he donated 32,000 books , i 'm going off the assumption that the venture took him several trips 
 i think so . what do you think about the norway government though ? if you publish a book you are guaranteed to get at least 1000 sales because they will buy your books and put them in libraries all over the country 
 i think it encourages writers in their country , that 's for sure ! i would love to have that incentive to write and publish a book 
 well you should do a children 's book then , because they will buy 1,500 of them instead of just the 1,000 lol 
 children 's books require less writing and more illustrations . it would be worth it for the extra 500 copies though 
 haha i agree with you . do you ever buy stuff from amazon ? do you know why jeff bezos put a clock into a mountain lol 

",sm,"i think that is pretty cool . i wonder if he ever ordered something from the clock that jeff bezos had built into a mountain that should run for 10,000 years .
",Nucleus Decoding (p = 0.3),0,1,2,3,1,2,poor,poor,moderate,poor,poor,poor,0.999566176,0.999466084,0.999686265,1.06698743,0.998122858,1.012765763,92.12036896,0.400086765,-1.554834604,-0.622945726,0.047296216,0.747931605,0.859533012,0.777096391,0.816238582,0.903523505,0.927332222,0.91527307,0.583333333,0.583333333,0.583333333,30.8306452,30.26714164,12.75086007,11.39734426,12.48598289,13.93739319,-3.263157215,-3.851905227,0.009548992
1051,1051,"amazon ceo jeff bezos built a clock into a mountain that should run for 10,000 years .
","hey are you aware of banned books week ? 
 i did n't know it was a thing because i did n't realize that there are any books that are banned . what do you know about it ? 
 i think that it is a reminder of books that have been banned in the past for their controversial content , i remember it during my childhood 
 are n't most of those books now bestsellers ? i see the point of the event , but maybe it should be renamed to better reflect their current status 
 yes i think you 're right , how often do you go to the library btw ? 
 not very often since most of what i borrow through my library are ebooks and audiobooks . i love that i can access things right on my phone , though i do miss the feel of paper books 
 well i do wish that my library were more like the sacramento public library , you can read things like sewing machines from there which seems very useful to me 
 true ! it would be nice just to be able to borrow something like that that i would n't need to own . hopefully that idea becomes more popular in the coming years 
 i hope so . what do you think about william gladstone ? he took a wheelbarrow full of books at the age of 85 and random all the way to donate to his local library lol 
 considering he donated 32,000 books , i 'm going off the assumption that the venture took him several trips 
 i think so . what do you think about the norway government though ? if you publish a book you are guaranteed to get at least 1000 sales because they will buy your books and put them in libraries all over the country 
 i think it encourages writers in their country , that 's for sure ! i would love to have that incentive to write and publish a book 
 well you should do a children 's book then , because they will buy 1,500 of them instead of just the 1,000 lol 
 children 's books require less writing and more illustrations . it would be worth it for the extra 500 copies though 
 haha i agree with you . do you ever buy stuff from amazon ? do you know why jeff bezos put a clock into a mountain lol 

",me,"i think that is pretty cool . i wonder if he ever ordered something from the clock that jeff bezos had built into a mountain that should run for 10,000 years .
",Nucleus Decoding (p = 0.3),0,1,2,2,1,2,poor,poor,poor,poor,poor,poor,0.999566176,0.999466084,0.999686265,1.06698743,0.998122858,1.012765763,92.12036896,0.400086765,-1.554834604,-0.622945726,0.047296216,0.747931605,0.859533012,0.777096391,0.816238582,0.903523505,0.927332222,0.91527307,0.583333333,0.583333333,0.583333333,30.8306452,30.26714164,12.75086007,11.39734426,12.48598289,13.93739319,-3.263157215,-3.851905227,0.009548992
1052,1052,"amazon ceo jeff bezos built a clock into a mountain that should run for 10,000 years .
","hey are you aware of banned books week ? 
 i did n't know it was a thing because i did n't realize that there are any books that are banned . what do you know about it ? 
 i think that it is a reminder of books that have been banned in the past for their controversial content , i remember it during my childhood 
 are n't most of those books now bestsellers ? i see the point of the event , but maybe it should be renamed to better reflect their current status 
 yes i think you 're right , how often do you go to the library btw ? 
 not very often since most of what i borrow through my library are ebooks and audiobooks . i love that i can access things right on my phone , though i do miss the feel of paper books 
 well i do wish that my library were more like the sacramento public library , you can read things like sewing machines from there which seems very useful to me 
 true ! it would be nice just to be able to borrow something like that that i would n't need to own . hopefully that idea becomes more popular in the coming years 
 i hope so . what do you think about william gladstone ? he took a wheelbarrow full of books at the age of 85 and random all the way to donate to his local library lol 
 considering he donated 32,000 books , i 'm going off the assumption that the venture took him several trips 
 i think so . what do you think about the norway government though ? if you publish a book you are guaranteed to get at least 1000 sales because they will buy your books and put them in libraries all over the country 
 i think it encourages writers in their country , that 's for sure ! i would love to have that incentive to write and publish a book 
 well you should do a children 's book then , because they will buy 1,500 of them instead of just the 1,000 lol 
 children 's books require less writing and more illustrations . it would be worth it for the extra 500 copies though 
 haha i agree with you . do you ever buy stuff from amazon ? do you know why jeff bezos put a clock into a mountain lol 

",yf,"i think that is pretty cool . i wonder if he ever ordered something from the clock that jeff bezos had built into a mountain that should run for 10,000 years .
",Nucleus Decoding (p = 0.3),0,2,2,2,1,2,poor,poor,poor,poor,poor,poor,0.999566176,0.999466084,0.999686265,1.06698743,0.998122858,1.012765763,92.12036896,0.400086765,-1.554834604,-0.622945726,0.047296216,0.747931605,0.859533012,0.777096391,0.816238582,0.903523505,0.927332222,0.91527307,0.583333333,0.583333333,0.583333333,30.8306452,30.26714164,12.75086007,11.39734426,12.48598289,13.93739319,-3.263157215,-3.851905227,0.009548992
1053,1053,"amazon ceo jeff bezos built a clock into a mountain that should run for 10,000 years .
","hey are you aware of banned books week ? 
 i did n't know it was a thing because i did n't realize that there are any books that are banned . what do you know about it ? 
 i think that it is a reminder of books that have been banned in the past for their controversial content , i remember it during my childhood 
 are n't most of those books now bestsellers ? i see the point of the event , but maybe it should be renamed to better reflect their current status 
 yes i think you 're right , how often do you go to the library btw ? 
 not very often since most of what i borrow through my library are ebooks and audiobooks . i love that i can access things right on my phone , though i do miss the feel of paper books 
 well i do wish that my library were more like the sacramento public library , you can read things like sewing machines from there which seems very useful to me 
 true ! it would be nice just to be able to borrow something like that that i would n't need to own . hopefully that idea becomes more popular in the coming years 
 i hope so . what do you think about william gladstone ? he took a wheelbarrow full of books at the age of 85 and random all the way to donate to his local library lol 
 considering he donated 32,000 books , i 'm going off the assumption that the venture took him several trips 
 i think so . what do you think about the norway government though ? if you publish a book you are guaranteed to get at least 1000 sales because they will buy your books and put them in libraries all over the country 
 i think it encourages writers in their country , that 's for sure ! i would love to have that incentive to write and publish a book 
 well you should do a children 's book then , because they will buy 1,500 of them instead of just the 1,000 lol 
 children 's books require less writing and more illustrations . it would be worth it for the extra 500 copies though 
 haha i agree with you . do you ever buy stuff from amazon ? do you know why jeff bezos put a clock into a mountain lol 

",sm,"i have not , what is it about ?
",Nucleus Decoding (p = 0.5),1,3,3,2,0,3,poor,moderate,poor,moderate,poor,moderate,0.998924825,0.999042805,0.563939412,0.999155883,0.335412251,0.779295035,97.77801514,0,-1.881889582,-1.822196484,0.012224939,0.012224939,0.843879342,0.75676769,0.797953129,0.820265889,0.80140841,0.810727537,0.035175879,0.035175879,0.035175879,6.672794998,5.812092602,1.960169792,0.617398098,1.572229862,2.036815643,-3.853970583,-4.404351752,0.003238347
1054,1054,"amazon ceo jeff bezos built a clock into a mountain that should run for 10,000 years .
","hey are you aware of banned books week ? 
 i did n't know it was a thing because i did n't realize that there are any books that are banned . what do you know about it ? 
 i think that it is a reminder of books that have been banned in the past for their controversial content , i remember it during my childhood 
 are n't most of those books now bestsellers ? i see the point of the event , but maybe it should be renamed to better reflect their current status 
 yes i think you 're right , how often do you go to the library btw ? 
 not very often since most of what i borrow through my library are ebooks and audiobooks . i love that i can access things right on my phone , though i do miss the feel of paper books 
 well i do wish that my library were more like the sacramento public library , you can read things like sewing machines from there which seems very useful to me 
 true ! it would be nice just to be able to borrow something like that that i would n't need to own . hopefully that idea becomes more popular in the coming years 
 i hope so . what do you think about william gladstone ? he took a wheelbarrow full of books at the age of 85 and random all the way to donate to his local library lol 
 considering he donated 32,000 books , i 'm going off the assumption that the venture took him several trips 
 i think so . what do you think about the norway government though ? if you publish a book you are guaranteed to get at least 1000 sales because they will buy your books and put them in libraries all over the country 
 i think it encourages writers in their country , that 's for sure ! i would love to have that incentive to write and publish a book 
 well you should do a children 's book then , because they will buy 1,500 of them instead of just the 1,000 lol 
 children 's books require less writing and more illustrations . it would be worth it for the extra 500 copies though 
 haha i agree with you . do you ever buy stuff from amazon ? do you know why jeff bezos put a clock into a mountain lol 

",me,"i have not , what is it about ?
",Nucleus Decoding (p = 0.5),1,3,2,1,0,2,poor,moderate,poor,poor,poor,poor,0.998924825,0.999042805,0.563939412,0.999155883,0.335412251,0.779295035,97.77801514,0,-1.881889582,-1.822196484,0.012224939,0.012224939,0.843879342,0.75676769,0.797953129,0.820265889,0.80140841,0.810727537,0.035175879,0.035175879,0.035175879,6.672794998,5.812092602,1.960169792,0.617398098,1.572229862,2.036815643,-3.853970583,-4.404351752,0.003238347
1055,1055,"amazon ceo jeff bezos built a clock into a mountain that should run for 10,000 years .
","hey are you aware of banned books week ? 
 i did n't know it was a thing because i did n't realize that there are any books that are banned . what do you know about it ? 
 i think that it is a reminder of books that have been banned in the past for their controversial content , i remember it during my childhood 
 are n't most of those books now bestsellers ? i see the point of the event , but maybe it should be renamed to better reflect their current status 
 yes i think you 're right , how often do you go to the library btw ? 
 not very often since most of what i borrow through my library are ebooks and audiobooks . i love that i can access things right on my phone , though i do miss the feel of paper books 
 well i do wish that my library were more like the sacramento public library , you can read things like sewing machines from there which seems very useful to me 
 true ! it would be nice just to be able to borrow something like that that i would n't need to own . hopefully that idea becomes more popular in the coming years 
 i hope so . what do you think about william gladstone ? he took a wheelbarrow full of books at the age of 85 and random all the way to donate to his local library lol 
 considering he donated 32,000 books , i 'm going off the assumption that the venture took him several trips 
 i think so . what do you think about the norway government though ? if you publish a book you are guaranteed to get at least 1000 sales because they will buy your books and put them in libraries all over the country 
 i think it encourages writers in their country , that 's for sure ! i would love to have that incentive to write and publish a book 
 well you should do a children 's book then , because they will buy 1,500 of them instead of just the 1,000 lol 
 children 's books require less writing and more illustrations . it would be worth it for the extra 500 copies though 
 haha i agree with you . do you ever buy stuff from amazon ? do you know why jeff bezos put a clock into a mountain lol 

",yf,"i have not , what is it about ?
",Nucleus Decoding (p = 0.5),1,3,3,2,0,4,poor,moderate,poor,moderate,poor,high,0.998924825,0.999042805,0.563939412,0.999155883,0.335412251,0.779295035,97.77801514,0,-1.881889582,-1.822196484,0.012224939,0.012224939,0.843879342,0.75676769,0.797953129,0.820265889,0.80140841,0.810727537,0.035175879,0.035175879,0.035175879,6.672794998,5.812092602,1.960169792,0.617398098,1.572229862,2.036815643,-3.853970583,-4.404351752,0.003238347
1056,1056,"amazon ceo jeff bezos built a clock into a mountain that should run for 10,000 years .
","hey are you aware of banned books week ? 
 i did n't know it was a thing because i did n't realize that there are any books that are banned . what do you know about it ? 
 i think that it is a reminder of books that have been banned in the past for their controversial content , i remember it during my childhood 
 are n't most of those books now bestsellers ? i see the point of the event , but maybe it should be renamed to better reflect their current status 
 yes i think you 're right , how often do you go to the library btw ? 
 not very often since most of what i borrow through my library are ebooks and audiobooks . i love that i can access things right on my phone , though i do miss the feel of paper books 
 well i do wish that my library were more like the sacramento public library , you can read things like sewing machines from there which seems very useful to me 
 true ! it would be nice just to be able to borrow something like that that i would n't need to own . hopefully that idea becomes more popular in the coming years 
 i hope so . what do you think about william gladstone ? he took a wheelbarrow full of books at the age of 85 and random all the way to donate to his local library lol 
 considering he donated 32,000 books , i 'm going off the assumption that the venture took him several trips 
 i think so . what do you think about the norway government though ? if you publish a book you are guaranteed to get at least 1000 sales because they will buy your books and put them in libraries all over the country 
 i think it encourages writers in their country , that 's for sure ! i would love to have that incentive to write and publish a book 
 well you should do a children 's book then , because they will buy 1,500 of them instead of just the 1,000 lol 
 children 's books require less writing and more illustrations . it would be worth it for the extra 500 copies though 
 haha i agree with you . do you ever buy stuff from amazon ? do you know why jeff bezos put a clock into a mountain lol 

",sm,"that is pretty cool . i guess it is supposed to run for 10,000 years , lol .
",Nucleus Decoding (p = 0.7),1,3,3,3,1,4,poor,moderate,moderate,moderate,poor,high,0.999677927,0.999706773,0.999385791,1.432919338,0.851131965,1.056564359,53.1555748,0.205117479,-1.724203348,-1.133926153,0.01897019,0.328947368,0.835422039,0.767708361,0.800135136,0.884805441,0.857137442,0.870751679,0.363636364,0.363636364,0.363636364,16.51157171,15.99510199,6.851633847,5.34950465,8.120433807,7.042178154,-3.76319275,-4.405162213,0.006010162
1057,1057,"amazon ceo jeff bezos built a clock into a mountain that should run for 10,000 years .
","hey are you aware of banned books week ? 
 i did n't know it was a thing because i did n't realize that there are any books that are banned . what do you know about it ? 
 i think that it is a reminder of books that have been banned in the past for their controversial content , i remember it during my childhood 
 are n't most of those books now bestsellers ? i see the point of the event , but maybe it should be renamed to better reflect their current status 
 yes i think you 're right , how often do you go to the library btw ? 
 not very often since most of what i borrow through my library are ebooks and audiobooks . i love that i can access things right on my phone , though i do miss the feel of paper books 
 well i do wish that my library were more like the sacramento public library , you can read things like sewing machines from there which seems very useful to me 
 true ! it would be nice just to be able to borrow something like that that i would n't need to own . hopefully that idea becomes more popular in the coming years 
 i hope so . what do you think about william gladstone ? he took a wheelbarrow full of books at the age of 85 and random all the way to donate to his local library lol 
 considering he donated 32,000 books , i 'm going off the assumption that the venture took him several trips 
 i think so . what do you think about the norway government though ? if you publish a book you are guaranteed to get at least 1000 sales because they will buy your books and put them in libraries all over the country 
 i think it encourages writers in their country , that 's for sure ! i would love to have that incentive to write and publish a book 
 well you should do a children 's book then , because they will buy 1,500 of them instead of just the 1,000 lol 
 children 's books require less writing and more illustrations . it would be worth it for the extra 500 copies though 
 haha i agree with you . do you ever buy stuff from amazon ? do you know why jeff bezos put a clock into a mountain lol 

",me,"that is pretty cool . i guess it is supposed to run for 10,000 years , lol .
",Nucleus Decoding (p = 0.7),1,3,3,3,1,4,poor,moderate,moderate,moderate,poor,high,0.999677927,0.999706773,0.999385791,1.432919338,0.851131965,1.056564359,53.1555748,0.205117479,-1.724203348,-1.133926153,0.01897019,0.328947368,0.835422039,0.767708361,0.800135136,0.884805441,0.857137442,0.870751679,0.363636364,0.363636364,0.363636364,16.51157171,15.99510199,6.851633847,5.34950465,8.120433807,7.042178154,-3.76319275,-4.405162213,0.006010162
1058,1058,"amazon ceo jeff bezos built a clock into a mountain that should run for 10,000 years .
","hey are you aware of banned books week ? 
 i did n't know it was a thing because i did n't realize that there are any books that are banned . what do you know about it ? 
 i think that it is a reminder of books that have been banned in the past for their controversial content , i remember it during my childhood 
 are n't most of those books now bestsellers ? i see the point of the event , but maybe it should be renamed to better reflect their current status 
 yes i think you 're right , how often do you go to the library btw ? 
 not very often since most of what i borrow through my library are ebooks and audiobooks . i love that i can access things right on my phone , though i do miss the feel of paper books 
 well i do wish that my library were more like the sacramento public library , you can read things like sewing machines from there which seems very useful to me 
 true ! it would be nice just to be able to borrow something like that that i would n't need to own . hopefully that idea becomes more popular in the coming years 
 i hope so . what do you think about william gladstone ? he took a wheelbarrow full of books at the age of 85 and random all the way to donate to his local library lol 
 considering he donated 32,000 books , i 'm going off the assumption that the venture took him several trips 
 i think so . what do you think about the norway government though ? if you publish a book you are guaranteed to get at least 1000 sales because they will buy your books and put them in libraries all over the country 
 i think it encourages writers in their country , that 's for sure ! i would love to have that incentive to write and publish a book 
 well you should do a children 's book then , because they will buy 1,500 of them instead of just the 1,000 lol 
 children 's books require less writing and more illustrations . it would be worth it for the extra 500 copies though 
 haha i agree with you . do you ever buy stuff from amazon ? do you know why jeff bezos put a clock into a mountain lol 

",yf,"that is pretty cool . i guess it is supposed to run for 10,000 years , lol .
",Nucleus Decoding (p = 0.7),1,3,3,3,1,5,poor,moderate,moderate,moderate,poor,high,0.999677927,0.999706773,0.999385791,1.432919338,0.851131965,1.056564359,53.1555748,0.205117479,-1.724203348,-1.133926153,0.01897019,0.328947368,0.835422039,0.767708361,0.800135136,0.884805441,0.857137442,0.870751679,0.363636364,0.363636364,0.363636364,16.51157171,15.99510199,6.851633847,5.34950465,8.120433807,7.042178154,-3.76319275,-4.405162213,0.006010162
1059,1059,"amazon ceo jeff bezos built a clock into a mountain that should run for 10,000 years .
","hey are you aware of banned books week ? 
 i did n't know it was a thing because i did n't realize that there are any books that are banned . what do you know about it ? 
 i think that it is a reminder of books that have been banned in the past for their controversial content , i remember it during my childhood 
 are n't most of those books now bestsellers ? i see the point of the event , but maybe it should be renamed to better reflect their current status 
 yes i think you 're right , how often do you go to the library btw ? 
 not very often since most of what i borrow through my library are ebooks and audiobooks . i love that i can access things right on my phone , though i do miss the feel of paper books 
 well i do wish that my library were more like the sacramento public library , you can read things like sewing machines from there which seems very useful to me 
 true ! it would be nice just to be able to borrow something like that that i would n't need to own . hopefully that idea becomes more popular in the coming years 
 i hope so . what do you think about william gladstone ? he took a wheelbarrow full of books at the age of 85 and random all the way to donate to his local library lol 
 considering he donated 32,000 books , i 'm going off the assumption that the venture took him several trips 
 i think so . what do you think about the norway government though ? if you publish a book you are guaranteed to get at least 1000 sales because they will buy your books and put them in libraries all over the country 
 i think it encourages writers in their country , that 's for sure ! i would love to have that incentive to write and publish a book 
 well you should do a children 's book then , because they will buy 1,500 of them instead of just the 1,000 lol 
 children 's books require less writing and more illustrations . it would be worth it for the extra 500 copies though 
 haha i agree with you . do you ever buy stuff from amazon ? do you know why jeff bezos put a clock into a mountain lol 

",sm,"i do buy a lot from amazon . jeff bezos probably built a clock into a mountain to make sure that we would be able to tell time for 10,000 years .",New Human Generated,1,3,3,3,1,5,poor,moderate,moderate,moderate,poor,high,0.943706914,0.946967003,0.999737757,1.920452762,0.999191815,1.16201125,81.27780151,0.329653068,-1.650522113,-0.377737164,0.054898488,0.739520132,0.858892739,0.773846567,0.814154744,0.893390894,0.915839672,0.904475987,0.583333333,0.583333333,0.583333333,31.64171267,31.03992462,13.34175286,8.043120393,14.23237991,13.83123589,-3.050713037,-3.501642108,0.004936187
1060,1060,"amazon ceo jeff bezos built a clock into a mountain that should run for 10,000 years .
","hey are you aware of banned books week ? 
 i did n't know it was a thing because i did n't realize that there are any books that are banned . what do you know about it ? 
 i think that it is a reminder of books that have been banned in the past for their controversial content , i remember it during my childhood 
 are n't most of those books now bestsellers ? i see the point of the event , but maybe it should be renamed to better reflect their current status 
 yes i think you 're right , how often do you go to the library btw ? 
 not very often since most of what i borrow through my library are ebooks and audiobooks . i love that i can access things right on my phone , though i do miss the feel of paper books 
 well i do wish that my library were more like the sacramento public library , you can read things like sewing machines from there which seems very useful to me 
 true ! it would be nice just to be able to borrow something like that that i would n't need to own . hopefully that idea becomes more popular in the coming years 
 i hope so . what do you think about william gladstone ? he took a wheelbarrow full of books at the age of 85 and random all the way to donate to his local library lol 
 considering he donated 32,000 books , i 'm going off the assumption that the venture took him several trips 
 i think so . what do you think about the norway government though ? if you publish a book you are guaranteed to get at least 1000 sales because they will buy your books and put them in libraries all over the country 
 i think it encourages writers in their country , that 's for sure ! i would love to have that incentive to write and publish a book 
 well you should do a children 's book then , because they will buy 1,500 of them instead of just the 1,000 lol 
 children 's books require less writing and more illustrations . it would be worth it for the extra 500 copies though 
 haha i agree with you . do you ever buy stuff from amazon ? do you know why jeff bezos put a clock into a mountain lol 

",me,"i do buy a lot from amazon . jeff bezos probably built a clock into a mountain to make sure that we would be able to tell time for 10,000 years .",New Human Generated,1,3,3,3,1,5,poor,moderate,moderate,moderate,poor,high,0.943706914,0.946967003,0.999737757,1.920452762,0.999191815,1.16201125,81.27780151,0.329653068,-1.650522113,-0.377737164,0.054898488,0.739520132,0.858892739,0.773846567,0.814154744,0.893390894,0.915839672,0.904475987,0.583333333,0.583333333,0.583333333,31.64171267,31.03992462,13.34175286,8.043120393,14.23237991,13.83123589,-3.050713037,-3.501642108,0.004936187
1061,1061,"amazon ceo jeff bezos built a clock into a mountain that should run for 10,000 years .
","hey are you aware of banned books week ? 
 i did n't know it was a thing because i did n't realize that there are any books that are banned . what do you know about it ? 
 i think that it is a reminder of books that have been banned in the past for their controversial content , i remember it during my childhood 
 are n't most of those books now bestsellers ? i see the point of the event , but maybe it should be renamed to better reflect their current status 
 yes i think you 're right , how often do you go to the library btw ? 
 not very often since most of what i borrow through my library are ebooks and audiobooks . i love that i can access things right on my phone , though i do miss the feel of paper books 
 well i do wish that my library were more like the sacramento public library , you can read things like sewing machines from there which seems very useful to me 
 true ! it would be nice just to be able to borrow something like that that i would n't need to own . hopefully that idea becomes more popular in the coming years 
 i hope so . what do you think about william gladstone ? he took a wheelbarrow full of books at the age of 85 and random all the way to donate to his local library lol 
 considering he donated 32,000 books , i 'm going off the assumption that the venture took him several trips 
 i think so . what do you think about the norway government though ? if you publish a book you are guaranteed to get at least 1000 sales because they will buy your books and put them in libraries all over the country 
 i think it encourages writers in their country , that 's for sure ! i would love to have that incentive to write and publish a book 
 well you should do a children 's book then , because they will buy 1,500 of them instead of just the 1,000 lol 
 children 's books require less writing and more illustrations . it would be worth it for the extra 500 copies though 
 haha i agree with you . do you ever buy stuff from amazon ? do you know why jeff bezos put a clock into a mountain lol 

",yf,"i do buy a lot from amazon . jeff bezos probably built a clock into a mountain to make sure that we would be able to tell time for 10,000 years .",New Human Generated,1,3,3,3,1,5,poor,moderate,moderate,moderate,poor,high,0.943706914,0.946967003,0.999737757,1.920452762,0.999191815,1.16201125,81.27780151,0.329653068,-1.650522113,-0.377737164,0.054898488,0.739520132,0.858892739,0.773846567,0.814154744,0.893390894,0.915839672,0.904475987,0.583333333,0.583333333,0.583333333,31.64171267,31.03992462,13.34175286,8.043120393,14.23237991,13.83123589,-3.050713037,-3.501642108,0.004936187
1062,1062,"the president of indonesia has released 3 pop albums while in office
","do you know much about the presidents ? 
 some stuff . do you know who the three wealthiest ones in the us are ? 
 yes that us jfk , washington and jefferson 
 yeah . do you know what the first president of zimbabwe was called ? 
 he was called president banana 
 did you know the white house is smaller than the guest house ? 
 wow cool . do you know how the vp used to be elected ? 
 yes that was the runner up during elections 

",sm,"yeah . did you know the president of indonesia is a pop star ? 
",Original Ground Truth,1,3,2,3,1,4,poor,moderate,moderate,poor,poor,high,0.998726408,0.998676085,0.99766302,1.922912071,0.98420066,1.180435649,96.7097168,0.408960147,-1.698519349,-1.042615056,0.080647208,0.396721311,0.880137563,0.82107532,0.849581182,0.891406238,0.923845291,0.907335877,0.416666667,0.416666667,0.416666667,14.52811587,13.48577547,5.370366335,4.261189729,6.04752636,5.133279324,-1.742896915,-3.304271579,0.001274758
1063,1063,"the president of indonesia has released 3 pop albums while in office
","do you know much about the presidents ? 
 some stuff . do you know who the three wealthiest ones in the us are ? 
 yes that us jfk , washington and jefferson 
 yeah . do you know what the first president of zimbabwe was called ? 
 he was called president banana 
 did you know the white house is smaller than the guest house ? 
 wow cool . do you know how the vp used to be elected ? 
 yes that was the runner up during elections 

",er,"yeah . did you know the president of indonesia is a pop star ? 
",Original Ground Truth,1,3,2,2,0,3,poor,moderate,poor,poor,poor,moderate,0.998726408,0.998676085,0.99766302,1.922912071,0.98420066,1.180435649,96.7097168,0.408960147,-1.698519349,-1.042615056,0.080647208,0.396721311,0.880137563,0.82107532,0.849581182,0.891406238,0.923845291,0.907335877,0.416666667,0.416666667,0.416666667,14.52811587,13.48577547,5.370366335,4.261189729,6.04752636,5.133279324,-1.742896915,-3.304271579,0.001274758
1064,1064,"the president of indonesia has released 3 pop albums while in office
","do you know much about the presidents ? 
 some stuff . do you know who the three wealthiest ones in the us are ? 
 yes that us jfk , washington and jefferson 
 yeah . do you know what the first president of zimbabwe was called ? 
 he was called president banana 
 did you know the white house is smaller than the guest house ? 
 wow cool . do you know how the vp used to be elected ? 
 yes that was the runner up during elections 

",fl,"yeah . did you know the president of indonesia is a pop star ? 
",Original Ground Truth,1,3,3,2,1,4,poor,moderate,poor,moderate,poor,high,0.998726408,0.998676085,0.99766302,1.922912071,0.98420066,1.180435649,96.7097168,0.408960147,-1.698519349,-1.042615056,0.080647208,0.396721311,0.880137563,0.82107532,0.849581182,0.891406238,0.923845291,0.907335877,0.416666667,0.416666667,0.416666667,14.52811587,13.48577547,5.370366335,4.261189729,6.04752636,5.133279324,-1.742896915,-3.304271579,0.001274758
1065,1065,"the president of indonesia has released 3 pop albums while in office
","do you know much about the presidents ? 
 some stuff . do you know who the three wealthiest ones in the us are ? 
 yes that us jfk , washington and jefferson 
 yeah . do you know what the first president of zimbabwe was called ? 
 he was called president banana 
 did you know the white house is smaller than the guest house ? 
 wow cool . do you know how the vp used to be elected ? 
 yes that was the runner up during elections 

",sm,"yeah . the president of indonesia is a pop star
",Argmax Decoding,1,3,2,3,1,4,poor,moderate,moderate,poor,poor,high,0.999173279,0.999280422,0.997014198,1.789583293,0.940667225,1.145143683,159.1006012,0.274839065,-1.860425115,-0.711423337,0.038265306,0.410169492,0.862485826,0.792131364,0.825812876,0.93803823,0.930471182,0.934239328,0.476190476,0.476190476,0.476190476,10.84932649,10.71276343,4.530709445,2.95543579,4.668054581,5.430569172,-2.182998737,-3.659525931,0.00134892
1066,1066,"the president of indonesia has released 3 pop albums while in office
","do you know much about the presidents ? 
 some stuff . do you know who the three wealthiest ones in the us are ? 
 yes that us jfk , washington and jefferson 
 yeah . do you know what the first president of zimbabwe was called ? 
 he was called president banana 
 did you know the white house is smaller than the guest house ? 
 wow cool . do you know how the vp used to be elected ? 
 yes that was the runner up during elections 

",er,"yeah . the president of indonesia is a pop star
",Argmax Decoding,1,3,2,1,0,2,poor,moderate,poor,poor,poor,poor,0.999173279,0.999280422,0.997014198,1.789583293,0.940667225,1.145143683,159.1006012,0.274839065,-1.860425115,-0.711423337,0.038265306,0.410169492,0.862485826,0.792131364,0.825812876,0.93803823,0.930471182,0.934239328,0.476190476,0.476190476,0.476190476,10.84932649,10.71276343,4.530709445,2.95543579,4.668054581,5.430569172,-2.182998737,-3.659525931,0.00134892
1067,1067,"the president of indonesia has released 3 pop albums while in office
","do you know much about the presidents ? 
 some stuff . do you know who the three wealthiest ones in the us are ? 
 yes that us jfk , washington and jefferson 
 yeah . do you know what the first president of zimbabwe was called ? 
 he was called president banana 
 did you know the white house is smaller than the guest house ? 
 wow cool . do you know how the vp used to be elected ? 
 yes that was the runner up during elections 

",fl,"yeah . the president of indonesia is a pop star
",Argmax Decoding,1,2,3,2,1,3,poor,poor,poor,moderate,poor,moderate,0.999173279,0.999280422,0.997014198,1.789583293,0.940667225,1.145143683,159.1006012,0.274839065,-1.860425115,-0.711423337,0.038265306,0.410169492,0.862485826,0.792131364,0.825812876,0.93803823,0.930471182,0.934239328,0.476190476,0.476190476,0.476190476,10.84932649,10.71276343,4.530709445,2.95543579,4.668054581,5.430569172,-2.182998737,-3.659525931,0.00134892
