,Unnamed: 0,fact,context,annotators,response,model,Understandable,Natural,MaintainsContext,Engaging,UsesKnowledge,Overall,understandability_cat,natural_cat,engage_cat,coherence_cat,groundedness_cat,overall_cat,understandability_unieval,naturalness_unieval,coherence_unieval,engagingness_unieval,groundedness_unieval,overall_unieval,perplexity,bleu,bleurt_notune_src,bleurt_notune_ttl,meteor_1,meteor_n,bert_f1_src,bert_precision_src,bert_recall_src,bert_f1_ttl,bert_precision_ttl,bert_recall_ttl,rouge1,rouge2,rougeL,ctc_e_engage,ctc_e_ground,ctc_d_engage,ctc_d_ground,ctc_r_engage,ctc_r_ground,cohere_met,consist_met,relev_met
400,400,"your persona: i like to watch nhl hockey.
your persona: i live is a rural farming community.
your persona: my husband is adopted.
your persona: i enjoy coloring books.
your persona: i've a german shepherd dog.
","hello , how are you doing tonight ?
doing great . watched nhl hockey and walked my german shepherd dog .
what do you do for work ?
i live on a farm and work here too . what do you do ?
i'm a local musician , but i've been studying different languages recently .
wow , great . my artistic ability is limited to coloring books . lol
my favorite word in spanish is trabajo . i plan to study french next .
neat . my husband was adopted and he's spanish .
does he speak spanish fluently ?
yes , but i do not . i am limited to spanish food names like taco . lol
are tacos your favorite food ?
yes , i eat them while i watch hockey . do you like hockey ?
i like baseball better . go yankees !
what instrument do you play ?
i play the piano and the violin .
",maxine,"i like to play soccer , but i like to play soccer .
",Language Model,1,1,1,2,0,2,poor,poor,poor,poor,poor,poor,0.016121947,0.019155651,0.008917695,0.032067969,0.002472602,0.015747173,32.69694138,0,-1.4641819,-1.364925265,0.036715621,0.085321101,0.843866825,0.779053271,0.810165882,0.850683808,0.814366221,0.832128942,0.166666667,0.166666667,0.166666667,10.54640663,10.08627248,3.194944471,4.218671694,5.346951008,3.756534338,-4.156812946,-3.266603081,0.029492507
401,401,"your persona: i like to watch nhl hockey.
your persona: i live is a rural farming community.
your persona: my husband is adopted.
your persona: i enjoy coloring books.
your persona: i've a german shepherd dog.
","hello , how are you doing tonight ?
doing great . watched nhl hockey and walked my german shepherd dog .
what do you do for work ?
i live on a farm and work here too . what do you do ?
i'm a local musician , but i've been studying different languages recently .
wow , great . my artistic ability is limited to coloring books . lol
my favorite word in spanish is trabajo . i plan to study french next .
neat . my husband was adopted and he's spanish .
does he speak spanish fluently ?
yes , but i do not . i am limited to spanish food names like taco . lol
are tacos your favorite food ?
yes , i eat them while i watch hockey . do you like hockey ?
i like baseball better . go yankees !
what instrument do you play ?
i play the piano and the violin .
",yulan,"i like to play soccer , but i like to play soccer .
",Language Model,1,2,2,2,0,3,poor,poor,poor,poor,poor,moderate,0.016121947,0.019155651,0.008917695,0.032067969,0.002472602,0.015747173,32.69694138,0,-1.4641819,-1.364925265,0.036715621,0.085321101,0.843866825,0.779053271,0.810165882,0.850683808,0.814366221,0.832128942,0.166666667,0.166666667,0.166666667,10.54640663,10.08627248,3.194944471,4.218671694,5.346951008,3.756534338,-4.156812946,-3.266603081,0.029492507
402,402,"your persona: i like to watch nhl hockey.
your persona: i live is a rural farming community.
your persona: my husband is adopted.
your persona: i enjoy coloring books.
your persona: i've a german shepherd dog.
","hello , how are you doing tonight ?
doing great . watched nhl hockey and walked my german shepherd dog .
what do you do for work ?
i live on a farm and work here too . what do you do ?
i'm a local musician , but i've been studying different languages recently .
wow , great . my artistic ability is limited to coloring books . lol
my favorite word in spanish is trabajo . i plan to study french next .
neat . my husband was adopted and he's spanish .
does he speak spanish fluently ?
yes , but i do not . i am limited to spanish food names like taco . lol
are tacos your favorite food ?
yes , i eat them while i watch hockey . do you like hockey ?
i like baseball better . go yankees !
what instrument do you play ?
i play the piano and the violin .
",shikib,"that sounds amazing ! how long have you been playing ?
",New Human Generated,1,3,3,3,1,5,poor,moderate,moderate,moderate,poor,high,0.989332061,0.990116827,0.097766848,1.057397799,0.954126952,0.817748098,53.02614594,0,-1.512523651,-1.679999352,0.023395722,0.023395722,0.850138366,0.781573355,0.814415336,0.812318087,0.802613497,0.807436645,0.04109589,0.04109589,0.04109589,8.08054316,7.386132956,2.980367959,2.739047229,3.600161076,1.851901293,-4.221643796,-3.264439593,0.02825949
403,403,"your persona: i like to watch nhl hockey.
your persona: i live is a rural farming community.
your persona: my husband is adopted.
your persona: i enjoy coloring books.
your persona: i've a german shepherd dog.
","hello , how are you doing tonight ?
doing great . watched nhl hockey and walked my german shepherd dog .
what do you do for work ?
i live on a farm and work here too . what do you do ?
i'm a local musician , but i've been studying different languages recently .
wow , great . my artistic ability is limited to coloring books . lol
my favorite word in spanish is trabajo . i plan to study french next .
neat . my husband was adopted and he's spanish .
does he speak spanish fluently ?
yes , but i do not . i am limited to spanish food names like taco . lol
are tacos your favorite food ?
yes , i eat them while i watch hockey . do you like hockey ?
i like baseball better . go yankees !
what instrument do you play ?
i play the piano and the violin .
",maxine,"that sounds amazing ! how long have you been playing ?
",New Human Generated,1,3,3,3,0,5,poor,moderate,moderate,moderate,poor,high,0.989332061,0.990116827,0.097766848,1.057397799,0.954126952,0.817748098,53.02614594,0,-1.512523651,-1.679999352,0.023395722,0.023395722,0.850138366,0.781573355,0.814415336,0.812318087,0.802613497,0.807436645,0.04109589,0.04109589,0.04109589,8.08054316,7.386132956,2.980367959,2.739047229,3.600161076,1.851901293,-4.221643796,-3.264439593,0.02825949
404,404,"your persona: i like to watch nhl hockey.
your persona: i live is a rural farming community.
your persona: my husband is adopted.
your persona: i enjoy coloring books.
your persona: i've a german shepherd dog.
","hello , how are you doing tonight ?
doing great . watched nhl hockey and walked my german shepherd dog .
what do you do for work ?
i live on a farm and work here too . what do you do ?
i'm a local musician , but i've been studying different languages recently .
wow , great . my artistic ability is limited to coloring books . lol
my favorite word in spanish is trabajo . i plan to study french next .
neat . my husband was adopted and he's spanish .
does he speak spanish fluently ?
yes , but i do not . i am limited to spanish food names like taco . lol
are tacos your favorite food ?
yes , i eat them while i watch hockey . do you like hockey ?
i like baseball better . go yankees !
what instrument do you play ?
i play the piano and the violin .
",yulan,"that sounds amazing ! how long have you been playing ?
",New Human Generated,1,3,3,3,0,4,poor,moderate,moderate,moderate,poor,high,0.989332061,0.990116827,0.097766848,1.057397799,0.954126952,0.817748098,53.02614594,0,-1.512523651,-1.679999352,0.023395722,0.023395722,0.850138366,0.781573415,0.814415336,0.812318087,0.802613497,0.807436645,0.04109589,0.04109589,0.04109589,8.08054316,7.386132956,2.980367959,2.739047229,3.600161076,1.851901293,-4.221643796,-3.264439593,0.02825949
405,405,"your persona: my brother is older than me.
your persona: i hate math class.
your persona: i ride the bus to school.
your persona: i'm on the soccer team.
your persona: i am 13 years old.
","good evening . how are you ?
",shikib,"i'm 13 with an older brother .
",Original Ground Truth,1,3,2,3,1,4,poor,moderate,moderate,poor,poor,high,0.999773962,0.999803587,0.999158652,0.998001468,0.766397794,0.952627092,104.3227539,0,-1.907782316,-0.972854316,0.070422535,0.070422535,0.831664085,0.83787024,0.834755599,0.890463471,0.837985039,0.863427579,0.227272727,0.227272727,0.227272727,6.089370668,5.937973738,3.768392026,3.779053152,4.161273003,4.050365448,-3.320597114,-3.540265397,0.025890978
406,406,"your persona: my brother is older than me.
your persona: i hate math class.
your persona: i ride the bus to school.
your persona: i'm on the soccer team.
your persona: i am 13 years old.
","good evening . how are you ?
",maxine,"i'm 13 with an older brother .
",Original Ground Truth,1,3,3,3,1,5,poor,moderate,moderate,moderate,poor,high,0.999773962,0.999803587,0.999158652,0.998001468,0.766397794,0.952627092,104.3227539,0,-1.907782316,-0.972854316,0.070422535,0.070422535,0.831664085,0.837870181,0.834755599,0.890463471,0.837985039,0.863427579,0.227272727,0.227272727,0.227272727,6.089370668,5.937973738,3.768392026,3.779053152,4.161273003,4.050365448,-3.320597114,-3.540265397,0.025890978
407,407,"your persona: my brother is older than me.
your persona: i hate math class.
your persona: i ride the bus to school.
your persona: i'm on the soccer team.
your persona: i am 13 years old.
","good evening . how are you ?
",yulan,"i'm 13 with an older brother .
",Original Ground Truth,1,3,1,3,1,3,poor,moderate,moderate,poor,poor,moderate,0.999773962,0.999803587,0.999158652,0.998001468,0.766397794,0.952627092,104.3227539,0,-1.907782316,-0.972854316,0.070422535,0.070422535,0.831664085,0.83787024,0.834755599,0.890463471,0.837985039,0.863427579,0.227272727,0.227272727,0.227272727,6.089370668,5.937973738,3.768392026,3.779053152,4.161273003,4.050365448,-3.320597114,-3.540265397,0.025890978
408,408,"your persona: my brother is older than me.
your persona: i hate math class.
your persona: i ride the bus to school.
your persona: i'm on the soccer team.
your persona: i am 13 years old.
","good evening . how are you ?
",shikib,"i am well . how are you ?
",KV-MemNN,1,3,3,2,0,4,poor,moderate,poor,moderate,poor,high,0.99905726,0.999116224,0.008166327,1.990049958,0.997716385,0.998821231,98.79133606,0.594603558,-0.395049572,-1.800925136,0.82942097,0.82942097,0.9245857,0.926852882,0.92571795,0.821337819,0.814152896,0.817729592,0.545454545,0.545454545,0.545454545,6.285597444,5.197969794,1.653372347,0.074484474,2.109782696,1.374614239,-2.936404205,-2.554779898,0.021138176
409,409,"your persona: my brother is older than me.
your persona: i hate math class.
your persona: i ride the bus to school.
your persona: i'm on the soccer team.
your persona: i am 13 years old.
","good evening . how are you ?
",maxine,"i am well . how are you ?
",KV-MemNN,1,3,3,1,0,4,poor,moderate,poor,moderate,poor,high,0.99905726,0.999116224,0.008166327,1.990049958,0.997716385,0.998821231,98.79133606,0.594603558,-0.395049572,-1.800925136,0.82942097,0.82942097,0.9245857,0.926852822,0.92571789,0.821337819,0.814152896,0.817729592,0.545454545,0.545454545,0.545454545,6.285597444,5.197969794,1.653372347,0.074484474,2.109782696,1.374614239,-2.936404205,-2.554779898,0.021138176
410,410,"your persona: my brother is older than me.
your persona: i hate math class.
your persona: i ride the bus to school.
your persona: i'm on the soccer team.
your persona: i am 13 years old.
","good evening . how are you ?
",yulan,"i am well . how are you ?
",KV-MemNN,1,3,3,3,0,4,poor,moderate,moderate,moderate,poor,high,0.99905726,0.999116224,0.008166327,1.990049958,0.997716385,0.998821231,98.79133606,0.594603558,-0.395049572,-1.800925136,0.82942097,0.82942097,0.9245857,0.926852822,0.92571789,0.821337819,0.814152896,0.817729592,0.545454545,0.545454545,0.545454545,6.285597444,5.197969794,1.653372347,0.074484474,2.109782696,1.374614239,-2.936404205,-2.554779898,0.021138176
411,411,"your persona: my brother is older than me.
your persona: i hate math class.
your persona: i ride the bus to school.
your persona: i'm on the soccer team.
your persona: i am 13 years old.
","good evening . how are you ?
",shikib,"i am doing well . how are you ?
",Seq2Seq,1,3,3,2,0,4,poor,moderate,poor,moderate,poor,high,0.998909493,0.999026401,0.036752632,1.990387728,0.998573551,1.004729961,67.31544495,0.513345048,-0.19054687,-1.638228655,0.817901235,0.817901235,0.915098667,0.922387421,0.91872859,0.82559824,0.820264161,0.822922587,0.5,0.5,0.5,7.034853041,5.926252007,1.467553616,0.167369289,2.081194878,1.511475086,-2.75091545,-2.476693188,0.020929685
412,412,"your persona: my brother is older than me.
your persona: i hate math class.
your persona: i ride the bus to school.
your persona: i'm on the soccer team.
your persona: i am 13 years old.
","good evening . how are you ?
",maxine,"i am doing well . how are you ?
",Seq2Seq,1,3,3,1,0,4,poor,moderate,poor,moderate,poor,high,0.998909493,0.999026401,0.036752632,1.990387728,0.998573551,1.004729961,67.31544495,0.513345048,-0.19054687,-1.638228655,0.817901235,0.817901235,0.915098667,0.922387362,0.91872853,0.82559824,0.820264161,0.822922587,0.5,0.5,0.5,7.034853041,5.926252007,1.467553616,0.167369289,2.081194878,1.511475086,-2.75091545,-2.476693188,0.020929685
413,413,"your persona: my brother is older than me.
your persona: i hate math class.
your persona: i ride the bus to school.
your persona: i'm on the soccer team.
your persona: i am 13 years old.
","good evening . how are you ?
",yulan,"i am doing well . how are you ?
",Seq2Seq,1,3,3,3,0,4,poor,moderate,moderate,moderate,poor,high,0.998909493,0.999026401,0.036752632,1.990387728,0.998573551,1.004729961,67.31544495,0.513345048,-0.19054687,-1.638228655,0.817901235,0.817901235,0.915098667,0.922387362,0.91872853,0.82559824,0.820264161,0.822922587,0.5,0.5,0.5,7.034853041,5.926252007,1.467553616,0.167369289,2.081194878,1.511475086,-2.75091545,-2.476693188,0.020929685
414,414,"your persona: my brother is older than me.
your persona: i hate math class.
your persona: i ride the bus to school.
your persona: i'm on the soccer team.
your persona: i am 13 years old.
","good evening . how are you ?
",shikib,"i'm doing well . how are you ?
",Language Model,1,3,3,2,0,4,poor,moderate,poor,moderate,poor,high,0.999284136,0.999358827,0.026506432,1.990827604,0.998597181,1.002914836,66.9769516,0.541082269,-0.096530184,-1.681138992,0.817901235,0.817901235,0.915929556,0.923684895,0.919790924,0.824553609,0.82149297,0.823020458,0.5,0.5,0.5,7.039764762,5.916477561,2.437621027,1.195803307,2.706299067,2.543561697,-2.514318734,-2.387244409,0.021226082
415,415,"your persona: my brother is older than me.
your persona: i hate math class.
your persona: i ride the bus to school.
your persona: i'm on the soccer team.
your persona: i am 13 years old.
","good evening . how are you ?
",maxine,"i'm doing well . how are you ?
",Language Model,1,3,3,1,0,4,poor,moderate,poor,moderate,poor,high,0.999284136,0.999358827,0.026506432,1.990827604,0.998597181,1.002914836,66.9769516,0.541082269,-0.096530184,-1.681138992,0.817901235,0.817901235,0.915929556,0.923684835,0.919790864,0.824553609,0.82149297,0.823020458,0.5,0.5,0.5,7.039764762,5.916477561,2.437621027,1.195803307,2.706299067,2.543561697,-2.514318734,-2.387244409,0.021226082
416,416,"your persona: my brother is older than me.
your persona: i hate math class.
your persona: i ride the bus to school.
your persona: i'm on the soccer team.
your persona: i am 13 years old.
","good evening . how are you ?
",yulan,"i'm doing well . how are you ?
",Language Model,1,3,3,3,0,4,poor,moderate,moderate,moderate,poor,high,0.999284136,0.999358827,0.026506432,1.990827604,0.998597181,1.002914836,66.9769516,0.541082269,-0.096530184,-1.681138992,0.817901235,0.817901235,0.915929556,0.923684835,0.919790864,0.824553609,0.82149297,0.823020458,0.5,0.5,0.5,7.039764762,5.916477561,2.437621027,1.195803307,2.706299067,2.543561697,-2.514318734,-2.387244409,0.021226082
417,417,"your persona: my brother is older than me.
your persona: i hate math class.
your persona: i ride the bus to school.
your persona: i'm on the soccer team.
your persona: i am 13 years old.
","good evening . how are you ?
",shikib,"i'm annoyed at how much math homework i have . i hate math class !
",New Human Generated,1,3,3,3,1,5,poor,moderate,moderate,moderate,poor,high,0.999425616,0.999460089,0.97303815,1.917891525,0.259492134,1.029861502,94.64253235,0.195647515,-1.746832013,-1.293654203,0.126582278,0.143792711,0.824588895,0.842130005,0.833267093,0.871523857,0.840072453,0.855509222,0.274509804,0.274509804,0.274509804,12.68518561,12.41017008,7.400129318,4.606357332,6.938732147,5.668693542,-2.599242662,-3.788191033,0.028648091
418,418,"your persona: my brother is older than me.
your persona: i hate math class.
your persona: i ride the bus to school.
your persona: i'm on the soccer team.
your persona: i am 13 years old.
","good evening . how are you ?
",maxine,"i'm annoyed at how much math homework i have . i hate math class !
",New Human Generated,1,3,3,3,1,5,poor,moderate,moderate,moderate,poor,high,0.999425616,0.999460089,0.97303815,1.917891525,0.259492134,1.029861502,94.64253235,0.195647515,-1.746832013,-1.293654203,0.126582278,0.143792711,0.824588895,0.842130005,0.833267093,0.871523857,0.840072453,0.855509222,0.274509804,0.274509804,0.274509804,12.68518561,12.41017008,7.400129318,4.606357332,6.938732147,5.668693542,-2.599242662,-3.788191033,0.028648091
419,419,"your persona: my brother is older than me.
your persona: i hate math class.
your persona: i ride the bus to school.
your persona: i'm on the soccer team.
your persona: i am 13 years old.
","good evening . how are you ?
",yulan,"i'm annoyed at how much math homework i have . i hate math class !
",New Human Generated,1,3,3,3,1,5,poor,moderate,moderate,moderate,poor,high,0.999425616,0.999460089,0.97303815,1.917891525,0.259492134,1.029861502,94.64253235,0.195647515,-1.746832013,-1.293654203,0.126582278,0.143792711,0.824588895,0.842130005,0.833267093,0.871523857,0.840072453,0.855509222,0.274509804,0.274509804,0.274509804,12.68518561,12.41017008,7.400129318,4.606357332,6.938732147,5.668693542,-2.599242662,-3.788191033,0.028648091
420,420,"your persona: my favorite color is red.
your persona: i am a christian.
your persona: my sister is a pole dancer.
your persona: i enjoy listening to classical music.
your persona: i can drive a tractor.
","hi how are you doing
i am doing very fine this afternoon . how about you ?
i'm good getting ready for school
what are you going to school for ?
high school i'm so ready to graduate
will you be driving to or living on campus ?
i will probably be living on campus
what kind of music makes you feel good ?
really any kind what about you
i enjoy listening to classical music .
that is nice do you like sports
it depends on the particular sport .
i like to spend time with my horses
",shikib,"i am more concerned with my religion .
",Original Ground Truth,1,3,2,3,1,5,poor,moderate,moderate,poor,poor,high,0.999890684,0.999889662,0.090358179,0.696127721,0.006866271,0.558626503,79.9249649,0,-1.484746099,-1.20476687,0.040567067,0.047393365,0.845594764,0.796606898,0.820370197,0.849156618,0.837682962,0.843380749,0.139534884,0.139534884,0.139534884,5.650777757,5.45757091,1.16961585,0.025398847,1.977321386,1.370078087,-3.136387048,-3.443953715,0.022941146
421,421,"your persona: my favorite color is red.
your persona: i am a christian.
your persona: my sister is a pole dancer.
your persona: i enjoy listening to classical music.
your persona: i can drive a tractor.
","hi how are you doing
i am doing very fine this afternoon . how about you ?
i'm good getting ready for school
what are you going to school for ?
high school i'm so ready to graduate
will you be driving to or living on campus ?
i will probably be living on campus
what kind of music makes you feel good ?
really any kind what about you
i enjoy listening to classical music .
that is nice do you like sports
it depends on the particular sport .
i like to spend time with my horses
",maxine,"i am more concerned with my religion .
",Original Ground Truth,1,2,2,2,1,3,poor,poor,poor,poor,poor,moderate,0.999890684,0.999889662,0.090358179,0.696127721,0.006866271,0.558626503,79.9249649,0,-1.484746099,-1.20476687,0.040567067,0.047393365,0.845594764,0.796606898,0.820370197,0.849156618,0.837682962,0.843380749,0.139534884,0.139534884,0.139534884,5.650777757,5.45757091,1.16961585,0.025398847,1.977321386,1.370078087,-3.136387048,-3.443953715,0.022941146
422,422,"your persona: my favorite color is red.
your persona: i am a christian.
your persona: my sister is a pole dancer.
your persona: i enjoy listening to classical music.
your persona: i can drive a tractor.
","hi how are you doing
i am doing very fine this afternoon . how about you ?
i'm good getting ready for school
what are you going to school for ?
high school i'm so ready to graduate
will you be driving to or living on campus ?
i will probably be living on campus
what kind of music makes you feel good ?
really any kind what about you
i enjoy listening to classical music .
that is nice do you like sports
it depends on the particular sport .
i like to spend time with my horses
",yulan,"i am more concerned with my religion .
",Original Ground Truth,1,3,2,2,1,4,poor,moderate,poor,poor,poor,high,0.999890684,0.999889662,0.090358179,0.696127721,0.006866271,0.558626503,79.9249649,0,-1.484746099,-1.20476687,0.040567067,0.047393365,0.845594764,0.796606898,0.820370197,0.849156618,0.837682962,0.843380749,0.139534884,0.139534884,0.139534884,5.650777757,5.45757091,1.16961585,0.025398847,1.977321386,1.370078087,-3.136387048,-3.443953715,0.022941146
423,423,"your persona: my favorite color is red.
your persona: i am a christian.
your persona: my sister is a pole dancer.
your persona: i enjoy listening to classical music.
your persona: i can drive a tractor.
","hi how are you doing
i am doing very fine this afternoon . how about you ?
i'm good getting ready for school
what are you going to school for ?
high school i'm so ready to graduate
will you be driving to or living on campus ?
i will probably be living on campus
what kind of music makes you feel good ?
really any kind what about you
i enjoy listening to classical music .
that is nice do you like sports
it depends on the particular sport .
i like to spend time with my horses
",shikib,"i love to ride horses .
",KV-MemNN,1,3,3,3,0,4,poor,moderate,moderate,moderate,poor,high,0.999658969,0.999701098,0.355023661,0.997225157,0.993945897,0.869110956,240.9676208,0,-1.271553874,-1.572661996,0.032786885,0.05952381,0.88477087,0.79401195,0.836938083,0.8743366,0.83733201,0.855434299,0.097560976,0.097560976,0.097560976,4.351205647,3.962511241,2.555449307,0.999244485,3.211894751,1.770698786,-3.092484464,-3.313466537,0.0220602
424,424,"your persona: my favorite color is red.
your persona: i am a christian.
your persona: my sister is a pole dancer.
your persona: i enjoy listening to classical music.
your persona: i can drive a tractor.
","hi how are you doing
i am doing very fine this afternoon . how about you ?
i'm good getting ready for school
what are you going to school for ?
high school i'm so ready to graduate
will you be driving to or living on campus ?
i will probably be living on campus
what kind of music makes you feel good ?
really any kind what about you
i enjoy listening to classical music .
that is nice do you like sports
it depends on the particular sport .
i like to spend time with my horses
",maxine,"i love to ride horses .
",KV-MemNN,1,3,3,3,0,5,poor,moderate,moderate,moderate,poor,high,0.999658969,0.999701098,0.355023661,0.997225157,0.993945897,0.869110956,240.9676208,0,-1.271553874,-1.572661996,0.032786885,0.05952381,0.88477087,0.79401195,0.836938083,0.8743366,0.83733201,0.855434299,0.097560976,0.097560976,0.097560976,4.351205647,3.962511241,2.555449307,0.999244485,3.211894751,1.770698786,-3.092484464,-3.313466537,0.0220602
425,425,"your persona: my favorite color is red.
your persona: i am a christian.
your persona: my sister is a pole dancer.
your persona: i enjoy listening to classical music.
your persona: i can drive a tractor.
","hi how are you doing
i am doing very fine this afternoon . how about you ?
i'm good getting ready for school
what are you going to school for ?
high school i'm so ready to graduate
will you be driving to or living on campus ?
i will probably be living on campus
what kind of music makes you feel good ?
really any kind what about you
i enjoy listening to classical music .
that is nice do you like sports
it depends on the particular sport .
i like to spend time with my horses
",yulan,"i love to ride horses .
",KV-MemNN,1,3,3,3,0,4,poor,moderate,moderate,moderate,poor,high,0.999658969,0.999701098,0.355023661,0.997225157,0.993945897,0.869110956,240.9676208,0,-1.271553874,-1.572661996,0.032786885,0.05952381,0.88477087,0.79401195,0.836938083,0.8743366,0.83733201,0.855434299,0.097560976,0.097560976,0.097560976,4.351205647,3.962511241,2.555449307,0.999244485,3.211894751,1.770698786,-3.092484464,-3.313466537,0.0220602
426,426,"your persona: my favorite color is red.
your persona: i am a christian.
your persona: my sister is a pole dancer.
your persona: i enjoy listening to classical music.
your persona: i can drive a tractor.
","hi how are you doing
i am doing very fine this afternoon . how about you ?
i'm good getting ready for school
what are you going to school for ?
high school i'm so ready to graduate
will you be driving to or living on campus ?
i will probably be living on campus
what kind of music makes you feel good ?
really any kind what about you
i enjoy listening to classical music .
that is nice do you like sports
it depends on the particular sport .
i like to spend time with my horses
",shikib,"i love horses too . i have a lot of time to do that .
",Seq2Seq,1,3,3,3,0,4,poor,moderate,moderate,moderate,poor,high,0.999772337,0.999774205,0.464971839,1.944124418,0.998588696,1.081446299,47.13095856,0,-1.120308161,-1.65456152,0.079853595,0.111792969,0.865405202,0.795935392,0.829217851,0.844513774,0.832560897,0.838494718,0.163265306,0.163265306,0.163265306,11.44378942,10.8162328,4.53709358,1.917068949,4.694354534,3.4321661,-3.132546658,-3.3192481,0.021703567
427,427,"your persona: my favorite color is red.
your persona: i am a christian.
your persona: my sister is a pole dancer.
your persona: i enjoy listening to classical music.
your persona: i can drive a tractor.
","hi how are you doing
i am doing very fine this afternoon . how about you ?
i'm good getting ready for school
what are you going to school for ?
high school i'm so ready to graduate
will you be driving to or living on campus ?
i will probably be living on campus
what kind of music makes you feel good ?
really any kind what about you
i enjoy listening to classical music .
that is nice do you like sports
it depends on the particular sport .
i like to spend time with my horses
",maxine,"i love horses too . i have a lot of time to do that .
",Seq2Seq,1,3,3,3,0,4,poor,moderate,moderate,moderate,poor,high,0.999772337,0.999774205,0.464971839,1.944124418,0.998588696,1.081446299,47.13095856,0,-1.120308161,-1.65456152,0.079853595,0.111792969,0.865405202,0.795935333,0.829217851,0.844513774,0.832560897,0.838494718,0.163265306,0.163265306,0.163265306,11.44378942,10.8162328,4.53709358,1.917068949,4.694354534,3.4321661,-3.132546658,-3.3192481,0.021703567
428,428,"your persona: my favorite color is red.
your persona: i am a christian.
your persona: my sister is a pole dancer.
your persona: i enjoy listening to classical music.
your persona: i can drive a tractor.
","hi how are you doing
i am doing very fine this afternoon . how about you ?
i'm good getting ready for school
what are you going to school for ?
high school i'm so ready to graduate
will you be driving to or living on campus ?
i will probably be living on campus
what kind of music makes you feel good ?
really any kind what about you
i enjoy listening to classical music .
that is nice do you like sports
it depends on the particular sport .
i like to spend time with my horses
",yulan,"i love horses too . i have a lot of time to do that .
",Seq2Seq,1,3,3,3,0,3,poor,moderate,moderate,moderate,poor,moderate,0.999772337,0.999774205,0.464971839,1.944124418,0.998588696,1.081446299,47.13095856,0,-1.120308161,-1.65456152,0.079853595,0.111792969,0.865405202,0.795935333,0.829217851,0.844513774,0.832560897,0.838494718,0.163265306,0.163265306,0.163265306,11.44378942,10.8162328,4.53709358,1.917068949,4.694354534,3.4321661,-3.132546658,-3.3192481,0.021703567
429,429,"your persona: my favorite color is red.
your persona: i am a christian.
your persona: my sister is a pole dancer.
your persona: i enjoy listening to classical music.
your persona: i can drive a tractor.
","hi how are you doing
i am doing very fine this afternoon . how about you ?
i'm good getting ready for school
what are you going to school for ?
high school i'm so ready to graduate
will you be driving to or living on campus ?
i will probably be living on campus
what kind of music makes you feel good ?
really any kind what about you
i enjoy listening to classical music .
that is nice do you like sports
it depends on the particular sport .
i like to spend time with my horses
",shikib,"i love dogs , my dog is named pickles .
",Language Model,1,3,1,3,0,3,poor,moderate,moderate,poor,poor,moderate,0.99959482,0.999578333,0.014544721,0.830943669,0.049541264,0.578840562,99.30397034,0,-1.80308485,-1.8061378,0.032644178,0.058962264,0.829904675,0.788980305,0.808925152,0.830919147,0.83259964,0.831758559,0.136363636,0.136363636,0.136363636,7.887599945,7.661477268,3.415773928,1.254380272,4.395273209,3.101728439,-3.390382241,-3.564403944,0.021619044
430,430,"your persona: my favorite color is red.
your persona: i am a christian.
your persona: my sister is a pole dancer.
your persona: i enjoy listening to classical music.
your persona: i can drive a tractor.
","hi how are you doing
i am doing very fine this afternoon . how about you ?
i'm good getting ready for school
what are you going to school for ?
high school i'm so ready to graduate
will you be driving to or living on campus ?
i will probably be living on campus
what kind of music makes you feel good ?
really any kind what about you
i enjoy listening to classical music .
that is nice do you like sports
it depends on the particular sport .
i like to spend time with my horses
",maxine,"i love dogs , my dog is named pickles .
",Language Model,1,3,2,3,0,3,poor,moderate,moderate,poor,poor,moderate,0.99959482,0.999578333,0.014544721,0.830943669,0.049541264,0.578840562,99.30397034,0,-1.80308485,-1.8061378,0.032644178,0.058962264,0.829904675,0.788980305,0.808925152,0.830919147,0.83259964,0.831758559,0.136363636,0.136363636,0.136363636,7.887599945,7.661477268,3.415773928,1.254380272,4.395273209,3.101728439,-3.390382241,-3.564403944,0.021619044
431,431,"your persona: my favorite color is red.
your persona: i am a christian.
your persona: my sister is a pole dancer.
your persona: i enjoy listening to classical music.
your persona: i can drive a tractor.
","hi how are you doing
i am doing very fine this afternoon . how about you ?
i'm good getting ready for school
what are you going to school for ?
high school i'm so ready to graduate
will you be driving to or living on campus ?
i will probably be living on campus
what kind of music makes you feel good ?
really any kind what about you
i enjoy listening to classical music .
that is nice do you like sports
it depends on the particular sport .
i like to spend time with my horses
",yulan,"i love dogs , my dog is named pickles .
",Language Model,1,3,3,3,0,4,poor,moderate,moderate,moderate,poor,high,0.99959482,0.999578333,0.014544721,0.830943669,0.049541264,0.578840562,99.30397034,0,-1.80308485,-1.8061378,0.032644178,0.058962264,0.829904675,0.788980305,0.808925152,0.830919147,0.83259964,0.831758559,0.136363636,0.136363636,0.136363636,7.887599945,7.661477268,3.415773928,1.254380272,4.395273209,3.101728439,-3.390382241,-3.564403944,0.021619044
