,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,source,system_id,system_output,context,understandability,naturalness,coherence,engagingness,groundedness,overall,understandability_cat,natural_cat,engage_cat,coherence_cat,groundedness_cat,overall_cat,understandability_unieval,naturalness_unieval,coherence_unieval,engagingness_unieval,groundedness_unieval,overall_unieval,perplexity,bleu,bleurt_notune_src,bleurt_notune_ttl,meteor_1,meteor_n,bert_f1_src,bert_precision_src,bert_recall_src,bert_f1_ttl,bert_precision_ttl,bert_recall_ttl,rouge1,rouge2,rougeL,ctc_e_engage,ctc_e_ground,ctc_d_engage,ctc_d_ground,ctc_r_engage,ctc_r_ground,cohere_met,consist_met
303,303,303,303,"did you know that the sun takes up 99.86 % of the mass of the solar system ? really large , huh ? 
 that is interesting . gigantic . the sun is actually white , only perceived as yellow because of atmospheric scattering 
 never knew that . the sun , though is only 1 billionth the size of the biggest star discovered in our galaxy even though so massive 
 that s crazy ! ! also , on july 11th , 2011 , neptune completed its first full orbit around the sun since its discovery in 1846 .. what a slow orbiting planet ! 
 wow . i wonder who sits and stares to figure this out 
 right ! its really interesting though . facts i never knew about , i m learning so much from these chats . 
 yes , fun stuff . one lightning bolt is hotter than the surface of the sun 5x hotter 
 that s insane , ca nt imagine what those people that have been struck by lightning felt like , eek . 
 really burnt unfortunately , may lose limbs from all that energy 
 crazy ! do you like books ? when you zoom into the white house on google maps you can see barack obama 
 really ? i like books a bunch but like exercise too . reading is a complex brain process decoding symbols into meaning when you think about it . challenging for some . 
 do u speed read ? the world record for speed reading is held by anne jones , with a reading speed of 4,700 words per minute 
 not really , but i 'm pretty fast so maybe ? ? i would n't know how you tell . reading can be an escape for some but different for different people how they see things or do n't see things 

",Nucleus Decoding (p = 0.5),i agree . i wonder if the world record holder for speed reading comprehension,"cs lewis and tolkien held "" you laugh you lose "" competitions when reading terrible poetry
",0,1,2,1.666666667,0,2,poor,poor,poor,poor,poor,poor,0.099028809,0.093286003,0.998167729,0.681421656,0.661814972,0.506743834,178.771347,0,-1.710663557,-1.545456767,0.026704953,0.03164557,0.863378286,0.752822399,0.804319084,0.828637838,0.784543633,0.805988133,0.074074074,0.074074074,0.074074074,11.14205521,11.15583682,6.880599976,5.345931417,6.692145348,5.454161644,-4.328278294,-5.015374462
304,304,304,304,"did you know that the sun takes up 99.86 % of the mass of the solar system ? really large , huh ? 
 that is interesting . gigantic . the sun is actually white , only perceived as yellow because of atmospheric scattering 
 never knew that . the sun , though is only 1 billionth the size of the biggest star discovered in our galaxy even though so massive 
 that s crazy ! ! also , on july 11th , 2011 , neptune completed its first full orbit around the sun since its discovery in 1846 .. what a slow orbiting planet ! 
 wow . i wonder who sits and stares to figure this out 
 right ! its really interesting though . facts i never knew about , i m learning so much from these chats . 
 yes , fun stuff . one lightning bolt is hotter than the surface of the sun 5x hotter 
 that s insane , ca nt imagine what those people that have been struck by lightning felt like , eek . 
 really burnt unfortunately , may lose limbs from all that energy 
 crazy ! do you like books ? when you zoom into the white house on google maps you can see barack obama 
 really ? i like books a bunch but like exercise too . reading is a complex brain process decoding symbols into meaning when you think about it . challenging for some . 
 do u speed read ? the world record for speed reading is held by anne jones , with a reading speed of 4,700 words per minute 
 not really , but i 'm pretty fast so maybe ? ? i would n't know how you tell . reading can be an escape for some but different for different people how they see things or do n't see things 

",Nucleus Decoding (p = 0.7),"yep i 'm sure they 're both good , did you ever read by the way ? i would definitely check out some books myself haha","cs lewis and tolkien held "" you laugh you lose "" competitions when reading terrible poetry
",0.333333333,1.666666667,2,1.333333333,0,1.666666667,poor,poor,poor,poor,poor,poor,0.965078975,0.967484682,0.276707093,0.994967666,0.323197589,0.705487201,87.28284454,0,-1.588208914,-1.444473505,0.043790547,0.058823529,0.825845659,0.775771797,0.800026,0.797463477,0.792187333,0.794816613,0.087542088,0.087542088,0.087542088,20.88050622,20.89312893,10.8156743,8.815639049,11.2070322,5.352355957,-4.329463043,-5.021274608
305,305,305,305,"did you know that the sun takes up 99.86 % of the mass of the solar system ? really large , huh ? 
 that is interesting . gigantic . the sun is actually white , only perceived as yellow because of atmospheric scattering 
 never knew that . the sun , though is only 1 billionth the size of the biggest star discovered in our galaxy even though so massive 
 that s crazy ! ! also , on july 11th , 2011 , neptune completed its first full orbit around the sun since its discovery in 1846 .. what a slow orbiting planet ! 
 wow . i wonder who sits and stares to figure this out 
 right ! its really interesting though . facts i never knew about , i m learning so much from these chats . 
 yes , fun stuff . one lightning bolt is hotter than the surface of the sun 5x hotter 
 that s insane , ca nt imagine what those people that have been struck by lightning felt like , eek . 
 really burnt unfortunately , may lose limbs from all that energy 
 crazy ! do you like books ? when you zoom into the white house on google maps you can see barack obama 
 really ? i like books a bunch but like exercise too . reading is a complex brain process decoding symbols into meaning when you think about it . challenging for some . 
 do u speed read ? the world record for speed reading is held by anne jones , with a reading speed of 4,700 words per minute 
 not really , but i 'm pretty fast so maybe ? ? i would n't know how you tell . reading can be an escape for some but different for different people how they see things or do n't see things 

",New Human Generated,"i agree , reading is an escape for me . unless it 's really bad writing . cs lewis and tolkien held a "" you laugh you lose "" competition where people read terrible poetry and tried not to laugh .","cs lewis and tolkien held "" you laugh you lose "" competitions when reading terrible poetry
",1,3,3,3,1,5,poor,moderate,moderate,moderate,poor,high,0.95613521,0.954120201,0.999169039,2.969009134,0.999832835,1.375653284,188.0860138,0.283046727,-1.529265404,-0.58065623,0.044197836,0.749309309,0.817997456,0.783051729,0.800143242,0.880456328,0.948283434,0.913112044,0.489795918,0.489795918,0.489795918,37.69482416,34.75666308,21.32278699,14.1375312,20.48304176,9.869600296,-4.392707998,-5.008331951
306,306,306,306,"did you know that facebook and twitter work together on some issues ? they are actually competitors . 
 no , i did n't know that . what kind of issues do they work together on ? 
 the baby sitter - rating system broke the social networks ' rules . 

",Original Ground Truth,i think i heard about that now that you mention it . was the about predictim ? ,"facebook and twitter are taking action against an automated babysitter - rating system reported on last week by the washington post , saying the service broke the social networks ' rules on user surveillance and data privacy.predictim , a california - based start - up , analyzes babysitters ' online histories , including on facebook and twitter , and offers ratings of whether they are at risk of drug abuse , bullying or having a & ldquo;bad attitude.&rdquo ; facebook said it dramatically limited predictim&rsquo;s access to users ' information on instagram and facebook a few weeks ago for violating a ban on developers ' use of personal data to evaluate a person for decisions on hiring or eligibility.facebook spokeswoman katy dormer said the company also launched an investigation earlier this week into predictim&rsquo;s extraction , or & ldquo;scraping,&rdquo ; of personal data . that investigation is ongoing and could include further penalties.twitter spokesman nick pacilio said the site conducted its own investigation earlier this week and revoked predictim&rsquo;s access to important site tools & mdash ; known as application programming interfaces , or apis & mdash ; that would allow the start - up to review and analyze babysitters ' tweets on a massive scale . "" we strictly prohibit the use of twitter data and apis for surveillance purposes , including performing background checks,&rdquo ; pacilio said.the crackdown , which was first reported by bbc news , could restrict predictim&rsquo;s ability to analyze babysitters with what it called & ldquo;advanced artificial intelligence&rdquo ; and sell parents the results . the service was heavily criticized for offering unproven and potentially inaccurate results that could affect a babysitter&rsquo;s life.but predictim&rsquo;s executives said tuesday they were undeterred and intend to continue pulling publicly available data from facebook , twitter and instagram . predictim chief executive and co - founder sal parsa said he also believed the social media giants ' reaction was at least partially rooted in a competitive rivalry over personal data use.&ldquo;twitter and facebook are already mining our data .
",1,2.666666667,3,2,1,3.666666667,poor,poor,poor,moderate,poor,moderate,0.69627779,0.690859581,0.880028545,1.361403872,0.949215121,0.915556982,189.176239,0,-1.471341491,-1.725091696,0.087336245,0.087336245,0.836722732,0.825073004,0.830857038,0.796660364,0.732714295,0.763350487,0.175438596,0.175438596,0.175438596,13.48730814,13.21481407,3.802489579,1.921813086,4.750863075,3.369480133,-3.518387898,-4.678802561
307,307,307,307,"did you know that facebook and twitter work together on some issues ? they are actually competitors . 
 no , i did n't know that . what kind of issues do they work together on ? 
 the baby sitter - rating system broke the social networks ' rules . 

",Argmax Decoding,i think that is a good thing . i think it 's a good thing they do n't like the concept of a person and a neutral person .,"facebook and twitter are taking action against an automated babysitter - rating system reported on last week by the washington post , saying the service broke the social networks ' rules on user surveillance and data privacy.predictim , a california - based start - up , analyzes babysitters ' online histories , including on facebook and twitter , and offers ratings of whether they are at risk of drug abuse , bullying or having a & ldquo;bad attitude.&rdquo ; facebook said it dramatically limited predictim&rsquo;s access to users ' information on instagram and facebook a few weeks ago for violating a ban on developers ' use of personal data to evaluate a person for decisions on hiring or eligibility.facebook spokeswoman katy dormer said the company also launched an investigation earlier this week into predictim&rsquo;s extraction , or & ldquo;scraping,&rdquo ; of personal data . that investigation is ongoing and could include further penalties.twitter spokesman nick pacilio said the site conducted its own investigation earlier this week and revoked predictim&rsquo;s access to important site tools & mdash ; known as application programming interfaces , or apis & mdash ; that would allow the start - up to review and analyze babysitters ' tweets on a massive scale . "" we strictly prohibit the use of twitter data and apis for surveillance purposes , including performing background checks,&rdquo ; pacilio said.the crackdown , which was first reported by bbc news , could restrict predictim&rsquo;s ability to analyze babysitters with what it called & ldquo;advanced artificial intelligence&rdquo ; and sell parents the results . the service was heavily criticized for offering unproven and potentially inaccurate results that could affect a babysitter&rsquo;s life.but predictim&rsquo;s executives said tuesday they were undeterred and intend to continue pulling publicly available data from facebook , twitter and instagram . predictim chief executive and co - founder sal parsa said he also believed the social media giants ' reaction was at least partially rooted in a competitive rivalry over personal data use.&ldquo;twitter and facebook are already mining our data .
",0,2.333333333,1.666666667,1.333333333,0,2,poor,poor,poor,poor,poor,poor,0.004899148,0.005543129,0.107085775,0.17608242,0.000400355,0.058802165,38.1027298,0,-0.96793288,-1.407396197,0.106382979,0.106382979,0.867889524,0.832229912,0.849685669,0.83685112,0.746205211,0.788932979,0.257142857,0.257142857,0.257142857,23.56039959,22.8517344,7.985092878,7.303533331,10.14584827,5.599043846,-2.98530345,-4.507528858
308,308,308,308,"did you know that facebook and twitter work together on some issues ? they are actually competitors . 
 no , i did n't know that . what kind of issues do they work together on ? 
 the baby sitter - rating system broke the social networks ' rules . 

",Nucleus Decoding (p = 0.3),"yes , it 's very sad .","facebook and twitter are taking action against an automated babysitter - rating system reported on last week by the washington post , saying the service broke the social networks ' rules on user surveillance and data privacy.predictim , a california - based start - up , analyzes babysitters ' online histories , including on facebook and twitter , and offers ratings of whether they are at risk of drug abuse , bullying or having a & ldquo;bad attitude.&rdquo ; facebook said it dramatically limited predictim&rsquo;s access to users ' information on instagram and facebook a few weeks ago for violating a ban on developers ' use of personal data to evaluate a person for decisions on hiring or eligibility.facebook spokeswoman katy dormer said the company also launched an investigation earlier this week into predictim&rsquo;s extraction , or & ldquo;scraping,&rdquo ; of personal data . that investigation is ongoing and could include further penalties.twitter spokesman nick pacilio said the site conducted its own investigation earlier this week and revoked predictim&rsquo;s access to important site tools & mdash ; known as application programming interfaces , or apis & mdash ; that would allow the start - up to review and analyze babysitters ' tweets on a massive scale . "" we strictly prohibit the use of twitter data and apis for surveillance purposes , including performing background checks,&rdquo ; pacilio said.the crackdown , which was first reported by bbc news , could restrict predictim&rsquo;s ability to analyze babysitters with what it called & ldquo;advanced artificial intelligence&rdquo ; and sell parents the results . the service was heavily criticized for offering unproven and potentially inaccurate results that could affect a babysitter&rsquo;s life.but predictim&rsquo;s executives said tuesday they were undeterred and intend to continue pulling publicly available data from facebook , twitter and instagram . predictim chief executive and co - founder sal parsa said he also believed the social media giants ' reaction was at least partially rooted in a competitive rivalry over personal data use.&ldquo;twitter and facebook are already mining our data .
",0.666666667,1.666666667,1.666666667,1,0,1.666666667,poor,poor,poor,poor,poor,poor,0.900426823,0.905877481,0.66345282,0.099010204,0.001849443,0.514123354,209.0344849,0,-1.628119946,-1.772006392,0.022321429,0.022321429,0.864245653,0.81314528,0.837917149,0.814273775,0.728442073,0.768970251,0.012048193,0.012048193,0.012048193,5.742787778,5.714960039,1.2131937,0.854254693,3.516239405,1.784323931,-3.313543284,-4.718181377
309,309,309,309,"did you know that facebook and twitter work together on some issues ? they are actually competitors . 
 no , i did n't know that . what kind of issues do they work together on ? 
 the baby sitter - rating system broke the social networks ' rules . 

",Nucleus Decoding (p = 0.5),"yeah , i guess it 's not that easy to do . i think they have a great time with the consumer ratings though .","facebook and twitter are taking action against an automated babysitter - rating system reported on last week by the washington post , saying the service broke the social networks ' rules on user surveillance and data privacy.predictim , a california - based start - up , analyzes babysitters ' online histories , including on facebook and twitter , and offers ratings of whether they are at risk of drug abuse , bullying or having a & ldquo;bad attitude.&rdquo ; facebook said it dramatically limited predictim&rsquo;s access to users ' information on instagram and facebook a few weeks ago for violating a ban on developers ' use of personal data to evaluate a person for decisions on hiring or eligibility.facebook spokeswoman katy dormer said the company also launched an investigation earlier this week into predictim&rsquo;s extraction , or & ldquo;scraping,&rdquo ; of personal data . that investigation is ongoing and could include further penalties.twitter spokesman nick pacilio said the site conducted its own investigation earlier this week and revoked predictim&rsquo;s access to important site tools & mdash ; known as application programming interfaces , or apis & mdash ; that would allow the start - up to review and analyze babysitters ' tweets on a massive scale . "" we strictly prohibit the use of twitter data and apis for surveillance purposes , including performing background checks,&rdquo ; pacilio said.the crackdown , which was first reported by bbc news , could restrict predictim&rsquo;s ability to analyze babysitters with what it called & ldquo;advanced artificial intelligence&rdquo ; and sell parents the results . the service was heavily criticized for offering unproven and potentially inaccurate results that could affect a babysitter&rsquo;s life.but predictim&rsquo;s executives said tuesday they were undeterred and intend to continue pulling publicly available data from facebook , twitter and instagram . predictim chief executive and co - founder sal parsa said he also believed the social media giants ' reaction was at least partially rooted in a competitive rivalry over personal data use.&ldquo;twitter and facebook are already mining our data .
",0.333333333,2,1.666666667,1.333333333,0,2,poor,poor,poor,poor,poor,poor,0.957672256,0.961035881,0.995967128,0.943971921,0.618636462,0.895456729,59.39445114,0,-0.93465203,-1.537189245,0.096566524,0.096566524,0.865922749,0.834870756,0.850113273,0.823278427,0.74622488,0.782860219,0.15625,0.15625,0.15625,20.07661915,19.8190344,6.278457277,6.076408997,9.851679802,4.776667118,-3.160277568,-4.615571134
310,310,310,310,"did you know that facebook and twitter work together on some issues ? they are actually competitors . 
 no , i did n't know that . what kind of issues do they work together on ? 
 the baby sitter - rating system broke the social networks ' rules . 

",Nucleus Decoding (p = 0.7),"no , i did n't know that . did you ?","facebook and twitter are taking action against an automated babysitter - rating system reported on last week by the washington post , saying the service broke the social networks ' rules on user surveillance and data privacy.predictim , a california - based start - up , analyzes babysitters ' online histories , including on facebook and twitter , and offers ratings of whether they are at risk of drug abuse , bullying or having a & ldquo;bad attitude.&rdquo ; facebook said it dramatically limited predictim&rsquo;s access to users ' information on instagram and facebook a few weeks ago for violating a ban on developers ' use of personal data to evaluate a person for decisions on hiring or eligibility.facebook spokeswoman katy dormer said the company also launched an investigation earlier this week into predictim&rsquo;s extraction , or & ldquo;scraping,&rdquo ; of personal data . that investigation is ongoing and could include further penalties.twitter spokesman nick pacilio said the site conducted its own investigation earlier this week and revoked predictim&rsquo;s access to important site tools & mdash ; known as application programming interfaces , or apis & mdash ; that would allow the start - up to review and analyze babysitters ' tweets on a massive scale . "" we strictly prohibit the use of twitter data and apis for surveillance purposes , including performing background checks,&rdquo ; pacilio said.the crackdown , which was first reported by bbc news , could restrict predictim&rsquo;s ability to analyze babysitters with what it called & ldquo;advanced artificial intelligence&rdquo ; and sell parents the results . the service was heavily criticized for offering unproven and potentially inaccurate results that could affect a babysitter&rsquo;s life.but predictim&rsquo;s executives said tuesday they were undeterred and intend to continue pulling publicly available data from facebook , twitter and instagram . predictim chief executive and co - founder sal parsa said he also believed the social media giants ' reaction was at least partially rooted in a competitive rivalry over personal data use.&ldquo;twitter and facebook are already mining our data .
",0.666666667,2,1.666666667,1,0,1.666666667,poor,poor,poor,poor,poor,poor,0.946462187,0.950495443,0.902875074,0.999690886,0.003653545,0.760635427,144.4654083,0.024012073,-1.451281548,-1.79359746,0.212005412,0.212005412,0.928717971,0.835938036,0.879888952,0.784396291,0.724779606,0.753410399,0.352941176,0.352941176,0.352941176,9.963632524,10.13764107,3.614611268,2.958444027,4.164714813,7.060651779,-2.757189652,-4.166040946
311,311,311,311,"did you know that facebook and twitter work together on some issues ? they are actually competitors . 
 no , i did n't know that . what kind of issues do they work together on ? 
 the baby sitter - rating system broke the social networks ' rules . 

",New Human Generated,oh i heard about that . somebody made an app to look at babysitter 's twitter and facebook in order to rate babysitters . that 's a big invasion of privacy and it 's great that facebook and twitter are fighting against it .,"facebook and twitter are taking action against an automated babysitter - rating system reported on last week by the washington post , saying the service broke the social networks ' rules on user surveillance and data privacy.predictim , a california - based start - up , analyzes babysitters ' online histories , including on facebook and twitter , and offers ratings of whether they are at risk of drug abuse , bullying or having a & ldquo;bad attitude.&rdquo ; facebook said it dramatically limited predictim&rsquo;s access to users ' information on instagram and facebook a few weeks ago for violating a ban on developers ' use of personal data to evaluate a person for decisions on hiring or eligibility.facebook spokeswoman katy dormer said the company also launched an investigation earlier this week into predictim&rsquo;s extraction , or & ldquo;scraping,&rdquo ; of personal data . that investigation is ongoing and could include further penalties.twitter spokesman nick pacilio said the site conducted its own investigation earlier this week and revoked predictim&rsquo;s access to important site tools & mdash ; known as application programming interfaces , or apis & mdash ; that would allow the start - up to review and analyze babysitters ' tweets on a massive scale . "" we strictly prohibit the use of twitter data and apis for surveillance purposes , including performing background checks,&rdquo ; pacilio said.the crackdown , which was first reported by bbc news , could restrict predictim&rsquo;s ability to analyze babysitters with what it called & ldquo;advanced artificial intelligence&rdquo ; and sell parents the results . the service was heavily criticized for offering unproven and potentially inaccurate results that could affect a babysitter&rsquo;s life.but predictim&rsquo;s executives said tuesday they were undeterred and intend to continue pulling publicly available data from facebook , twitter and instagram . predictim chief executive and co - founder sal parsa said he also believed the social media giants ' reaction was at least partially rooted in a competitive rivalry over personal data use.&ldquo;twitter and facebook are already mining our data .
",1,3,3,3,1,5,poor,moderate,moderate,moderate,poor,high,0.917917429,0.91193693,0.999462585,2.10886163,0.999573622,1.187550439,56.08914185,0.136692374,-0.55379039,-0.866908848,0.19776983,0.19776983,0.866361856,0.841563165,0.853782415,0.861742318,0.763593376,0.809704423,0.192771084,0.192771084,0.192771084,38.67605782,37.2172758,18.04763516,14.49005848,18.34784889,7.09231472,-2.826790001,-3.929902434
312,312,312,312,"good morning ! have you seen the incredibles 2 movie ? 
 yes . i love everything pixar is a part of doing ! 
 the director for the 2nd movie actually used artists who were either likely to quit or get fired from pixar . 
 cool . do you know who wrote that movie ? 

",Original Ground Truth,it was written by brad bird ! he also was the directer and provided the voice for edna mode in the movie . ,"edna mode , the superhero costume designer in the incredibles , is voiced by brad bird , the film 's director . bird voiced edna during storyboarding sessions , after which the production team could n't find an actress who could do the voice better than him .
",1,3,3,3,1,5,poor,moderate,moderate,moderate,poor,high,0.999795667,0.99981969,0.999393234,1.999271982,0.999375945,1.199531304,198.7472992,0,-1.473150015,-0.660707474,0.068762279,0.150939969,0.846355736,0.820316195,0.833132505,0.889269233,0.847433865,0.867847621,0.3125,0.3125,0.3125,21.53144753,19.99834305,8.938469946,7.387276679,9.1014328,3.874871731,-3.681942035,-4.380850138
313,313,313,313,"good morning ! have you seen the incredibles 2 movie ? 
 yes . i love everything pixar is a part of doing ! 
 the director for the 2nd movie actually used artists who were either likely to quit or get fired from pixar . 
 cool . do you know who wrote that movie ? 

",Argmax Decoding,"i think it was the director of the movie , brad bird , the director of the movie","edna mode , the superhero costume designer in the incredibles , is voiced by brad bird , the film 's director . bird voiced edna during storyboarding sessions , after which the production team could n't find an actress who could do the voice better than him .
",1,2,2.666666667,2.333333333,0.666666667,3.666666667,poor,poor,poor,poor,poor,moderate,0.00636792,0.00510249,0.952416537,0.992108359,0.384686773,0.468136416,45.44717789,0.036639626,-1.585625648,-1.230957031,0.105561756,0.105561756,0.87116003,0.814658821,0.841962576,0.880529523,0.820468128,0.849438429,0.253968254,0.253968254,0.253968254,15.52077043,14.93930668,5.506096989,2.50957124,7.167969704,3.322619915,-3.147557919,-3.952070915
314,314,314,314,"good morning ! have you seen the incredibles 2 movie ? 
 yes . i love everything pixar is a part of doing ! 
 the director for the 2nd movie actually used artists who were either likely to quit or get fired from pixar . 
 cool . do you know who wrote that movie ? 

",Nucleus Decoding (p = 0.3),"yes , i did know that . i thought the director of the movie was edna mode , but the director did not find it very interesting .","edna mode , the superhero costume designer in the incredibles , is voiced by brad bird , the film 's director . bird voiced edna during storyboarding sessions , after which the production team could n't find an actress who could do the voice better than him .
",0.333333333,2,1.666666667,2,0,1.666666667,poor,poor,poor,poor,poor,poor,0.873008535,0.881893462,0.998146314,1.989861655,0.999865114,1.148555016,52.69587326,0,-1.180578709,-0.931072295,0.145914397,0.145914397,0.867731571,0.830732942,0.848829269,0.847069502,0.826879799,0.836852968,0.281690141,0.281690141,0.281690141,24.61457324,23.90583128,8.164505988,6.406173959,11.19083786,5.38107729,-3.931951883,-5.186772477
315,315,315,315,"good morning ! have you seen the incredibles 2 movie ? 
 yes . i love everything pixar is a part of doing ! 
 the director for the 2nd movie actually used artists who were either likely to quit or get fired from pixar . 
 cool . do you know who wrote that movie ? 

",Nucleus Decoding (p = 0.5),"i think it was the director brad bird , i think it 's the director of the movie","edna mode , the superhero costume designer in the incredibles , is voiced by brad bird , the film 's director . bird voiced edna during storyboarding sessions , after which the production team could n't find an actress who could do the voice better than him .
",1,1.666666667,2.333333333,2,0.666666667,3,poor,poor,poor,poor,poor,moderate,0.002862285,0.003029482,0.970222416,0.998452013,0.899778946,0.574869029,70.46179962,0,-1.565402269,-1.287502885,0.09515711,0.09515711,0.862718582,0.815641999,0.83852005,0.875671744,0.822006166,0.847990751,0.233333333,0.233333333,0.233333333,15.31735504,14.66131127,5.654663533,3.726213858,7.569052696,2.946149349,-3.550685623,-4.609739485
316,316,316,316,"good morning ! have you seen the incredibles 2 movie ? 
 yes . i love everything pixar is a part of doing ! 
 the director for the 2nd movie actually used artists who were either likely to quit or get fired from pixar . 
 cool . do you know who wrote that movie ? 

",Nucleus Decoding (p = 0.7),"he voiced edna mode , and yes , she is the only costume designer","edna mode , the superhero costume designer in the incredibles , is voiced by brad bird , the film 's director . bird voiced edna during storyboarding sessions , after which the production team could n't find an actress who could do the voice better than him .
",0.333333333,1.666666667,1.333333333,1.666666667,0.333333333,1.333333333,poor,poor,poor,poor,poor,poor,0.874384571,0.898331017,0.94871009,0.999785638,0.999589427,0.944160149,459.6590576,0,-1.666849017,-1.240224957,0.03,0.154320988,0.845153809,0.811087787,0.827770472,0.882317424,0.836537123,0.858817637,0.254545455,0.254545455,0.254545455,12.06863046,10.97735381,5.572733939,2.531637162,6.437998772,1.561199069,-3.775170916,-4.993373056
317,317,317,317,"good morning ! have you seen the incredibles 2 movie ? 
 yes . i love everything pixar is a part of doing ! 
 the director for the 2nd movie actually used artists who were either likely to quit or get fired from pixar . 
 cool . do you know who wrote that movie ? 

",New Human Generated,"i 'm not sure . i know that the director actually voiced one of the characters , because the production team could n't find anybody better than him !","edna mode , the superhero costume designer in the incredibles , is voiced by brad bird , the film 's director . bird voiced edna during storyboarding sessions , after which the production team could n't find an actress who could do the voice better than him .
",1,3,2.666666667,3,1,4.666666667,poor,moderate,moderate,poor,poor,high,0.969978438,0.970680924,0.999120394,1.962439016,0.999689163,1.180381587,76.34425354,0.13791999,-1.098379612,-0.796151996,0.126213592,0.261219571,0.847254038,0.824736118,0.835843444,0.889138281,0.863730788,0.876250386,0.4,0.4,0.4,25.2022391,23.15651757,13.18265992,10.38625655,14.18610859,5.522491455,-3.860149728,-4.829094894
318,318,318,318,"are you a fan of the nfl ? 
 i definitely am . watching the super bowl has become a family tradition . what about you ? 

",Original Ground Truth,the same i like watching both college and nfl . do you have a favorite team ? ,"new orleans saints cheerleaders are forbidden from eating in the same restaurant as any nfl player and if they are already dining at a restaurant and an nfl player comes in after , the cheerleaders are required to leave .
",1,2.666666667,3,2.666666667,0.333333333,4.333333333,poor,poor,poor,moderate,poor,high,0.987765728,0.989257265,0.985183546,1.444465581,0.74980687,1.031295798,141.9281311,0,-0.678317368,-1.526116252,0.15936255,0.15936255,0.894296169,0.889342606,0.891812563,0.859097362,0.831877172,0.84526825,0.324324324,0.324324324,0.324324324,14.3672052,14.38594365,4.864673138,4.450997978,6.122926712,6.866086006,-2.632982497,-4.906662464
319,319,319,319,"are you a fan of the nfl ? 
 i definitely am . watching the super bowl has become a family tradition . what about you ? 

",Argmax Decoding,"i am a fan of the nfl , i like the nfl , what about you ?","new orleans saints cheerleaders are forbidden from eating in the same restaurant as any nfl player and if they are already dining at a restaurant and an nfl player comes in after , the cheerleaders are required to leave .
",0.666666667,2,1.666666667,1.333333333,0,2,poor,poor,poor,poor,poor,poor,0.000986386,0.001111495,0.946268792,0.993675294,0.090023402,0.406413074,29.69489861,0.235891165,-0.35447228,-1.480345488,0.430638557,0.430638557,0.94023031,0.901137769,0.920269072,0.870099187,0.835123956,0.85225296,0.611111111,0.611111111,0.611111111,16.75018984,16.90201819,2.678510195,2.857714419,5.649625778,7.84125042,-1.121988816,-3.770289302
320,320,320,320,"are you a fan of the nfl ? 
 i definitely am . watching the super bowl has become a family tradition . what about you ? 

",Nucleus Decoding (p = 0.3),i like the nfl . i like the nfl .,"new orleans saints cheerleaders are forbidden from eating in the same restaurant as any nfl player and if they are already dining at a restaurant and an nfl player comes in after , the cheerleaders are required to leave .
",1,2.333333333,1.666666667,1.333333333,0,2.333333333,poor,poor,poor,poor,poor,poor,0.002783531,0.002989749,0.018338862,1.414068886,0.00514064,0.288664334,32.53643799,0,-0.651667178,-1.553088903,0.12295082,0.12295082,0.884417892,0.84399277,0.863732576,0.876441836,0.823528111,0.849161446,0.266666667,0.266666667,0.266666667,9.894145608,9.986566067,2.178384662,2.055162027,5.100934982,5.195000172,-1.014365701,-4.625034094
321,321,321,321,"are you a fan of the nfl ? 
 i definitely am . watching the super bowl has become a family tradition . what about you ? 

",Nucleus Decoding (p = 0.5),"yeah , i 'm a fan of the nfl .","new orleans saints cheerleaders are forbidden from eating in the same restaurant as any nfl player and if they are already dining at a restaurant and an nfl player comes in after , the cheerleaders are required to leave .
",1,3,2,1.333333333,0,3,poor,moderate,poor,poor,poor,moderate,0.907115601,0.913928355,0.990437173,0.99115083,0.188836366,0.798293665,103.3690567,0.089196231,-0.320467949,-1.554593801,0.196554031,0.196554031,0.910911083,0.868875742,0.889397025,0.88788867,0.837322652,0.861864567,0.4,0.4,0.4,9.860687196,9.855304837,3.763693094,2.397532838,5.456596375,5.274879456,-1.322887905,-4.389340401
322,322,322,322,"are you a fan of the nfl ? 
 i definitely am . watching the super bowl has become a family tradition . what about you ? 

",Nucleus Decoding (p = 0.7),"i 'm a fan , especially during the regular season , usually if it is done . are you a fan of the nfl ?","new orleans saints cheerleaders are forbidden from eating in the same restaurant as any nfl player and if they are already dining at a restaurant and an nfl player comes in after , the cheerleaders are required to leave .
",0.666666667,2,1.666666667,1.666666667,0,2.333333333,poor,poor,poor,poor,poor,poor,0.910019168,0.923079195,0.994061575,1.845709776,0.832877776,1.101149498,77.32735443,0.301397476,-0.417079002,-1.304006815,0.284883097,0.284883097,0.897116065,0.892107129,0.894604623,0.857946157,0.837237,0.847465098,0.465116279,0.465116279,0.465116279,21.48256224,21.45397091,7.139390148,4.650669962,8.922592163,7.890620232,-0.864095196,-4.296315432
